txn_id,store_num,business_date,item_desc,sale_amt
584497,6747,9/26/2024,16 OZ COFFEE,3.58
1338455,926,9/26/2024,16 OZ COFFEE,1.79
1338519,926,9/26/2024,16 OZ COFFEE,1.79
1395287,6943,9/26/2024,16 OZ COFFEE,1.89
584441,6747,9/26/2024,16 OZ COFFEE,1.79
1235593,6778,9/26/2024,16 OZ COFFEE,1.79
373042,6752,9/26/2024,16 OZ COFFEE,1.99
1338564,926,9/26/2024,16 OZ COFFEE,1.79
1338362,926,9/26/2024,16 OZ COFFEE,1.79
898757,6849,9/26/2024,16 OZ COFFEE,3.98
898604,6849,9/26/2024,16 OZ COFFEE,1.99
522888,6746,9/26/2024,16 OZ COFFEE,1.89
1338584,926,9/26/2024,16 OZ COFFEE,1.79
1395204,6943,9/26/2024,16 OZ COFFEE,1.89
584322,6747,9/26/2024,16 OZ COFFEE,1.79
1338406,926,9/26/2024,16 OZ COFFEE,1.79
1338474,926,9/26/2024,16 OZ COFFEE,1.79
1235630,6778,9/26/2024,16 OZ COFFEE,1.79
584330,6747,9/26/2024,16 OZ COFFEE,1.79
584513,6747,9/26/2024,16 OZ COFFEE,1.79
584367,6747,9/26/2024,16 OZ COFFEE,1.79
1395420,6943,9/26/2024,16 OZ COFFEE,1.89
899075,6849,9/26/2024,16 OZ COFFEE,1.99
522824,6746,9/26/2024,16 OZ COFFEE,3.78
1339804,926,9/26/2024,16 OZ COFFEE,1.79
1338299,926,9/26/2024,16 OZ COFFEE,1.79
1395511,6943,9/26/2024,16 OZ COFFEE,1.89
1235226,6778,9/26/2024,16 OZ COFFEE,1.79
898627,6849,9/26/2024,16 OZ COFFEE,1.99
584485,6747,9/26/2024,16 OZ COFFEE,1.79
1338186,926,9/26/2024,16 OZ COFFEE,1.79
1338284,926,9/26/2024,16 OZ COFFEE,1.79
1338775,926,9/26/2024,16 OZ COFFEE,1.79
898600,6849,9/26/2024,16 OZ COFFEE,1.99
1235412,6778,9/26/2024,16 OZ COFFEE,1.79
1235389,6778,9/26/2024,16 OZ COFFEE,1.79
522766,6746,9/26/2024,16 OZ COFFEE,1.89
1395214,6943,9/26/2024,16 OZ COFFEE,1.89
523159,6746,9/26/2024,16 OZ COFFEE,1.89
1235245,6778,9/26/2024,16 OZ COFFEE,1.79
898827,6849,9/26/2024,16 OZ COFFEE,1.99
1338146,926,9/26/2024,16 OZ COFFEE,1.79
898841,6849,9/26/2024,16 OZ COFFEE,1.99
675528,6733,9/26/2024,16 OZ COFFEE,1.79
1338563,926,9/26/2024,16 OZ COFFEE,1.79
584458,6747,9/26/2024,16 OZ COFFEE,1.79
1395765,6943,9/26/2024,16 OZ COFFEE,1.89
1235275,6778,9/26/2024,16 OZ COFFEE,3.58
1395680,6943,9/26/2024,16 OZ COFFEE,1.89
1395680,6943,9/26/2024,16 OZ COFFEE,1.89
1426145,6706,9/26/2024,16 OZ COFFEE,1.69
522970,6746,9/26/2024,16 OZ COFFEE,1.89
1395348,6943,9/26/2024,16 OZ COFFEE,1.89
1338461,926,9/26/2024,16 OZ COFFEE,1.79
1395444,6943,9/26/2024,16 OZ COFFEE,1.89
1235562,6778,9/26/2024,16 OZ COFFEE,1.79
522863,6746,9/26/2024,16 OZ COFFEE,1.89
1395329,6943,9/26/2024,16 OZ COFFEE,3.78
372901,6752,9/26/2024,16 OZ COFFEE,1.99
1029022,885,9/26/2024,16 OZ COFFEE,1.79
1424825,6706,9/26/2024,16 OZ COFFEE,1.69
675297,6733,9/26/2024,16 OZ COFFEE,1.99
373042,6752,9/26/2024,16 OZ COFFEE,1.99
1028983,885,9/26/2024,16 OZ COFFEE,1.79
899144,6849,9/26/2024,16 OZ COFFEE,1.99
584318,6747,9/26/2024,16 OZ COFFEE,1.79
1339654,926,9/26/2024,16 OZ COFFEE,1.79
584467,6747,9/26/2024,16 OZ COFFEE,1.79
1424953,6706,9/26/2024,16 OZ COFFEE,1.69
1338360,926,9/26/2024,16 OZ COFFEE,3.58
1236914,6778,9/26/2024,16 OZ COFFEE,1.79
1811861,967,9/26/2024,16 OZ COFFEE,1.89
1235506,6778,9/26/2024,16 OZ COFFEE,3.58
1235510,6778,9/26/2024,16 OZ COFFEE,1.79
1395374,6943,9/26/2024,16 OZ COFFEE,1.89
1395183,6943,9/26/2024,16 OZ COFFEE,1.89
1338188,926,9/26/2024,16 OZ COFFEE,1.79
1396028,6943,9/26/2024,16 OZ COFFEE,1.89
1338156,926,9/26/2024,16 OZ COFFEE,1.79
1338582,926,9/26/2024,16 OZ COFFEE,1.79
898593,6849,9/26/2024,16 OZ COFFEE,1.99
1338700,926,9/26/2024,16 OZ COFFEE,1.79
1338413,926,9/26/2024,16 OZ COFFEE,1.79
1235459,6778,9/26/2024,16 OZ COFFEE,1.79
1339714,926,9/26/2024,16 OZ COFFEE,1.79
1395618,6943,9/26/2024,16 OZ COFFEE,1.89
1338521,926,9/26/2024,16 OZ COFFEE,1.79
1338610,926,9/26/2024,16 OZ COFFEE,1.79
1339484,926,9/26/2024,16 OZ COFFEE,1.79
1395510,6943,9/26/2024,16 OZ COFFEE,1.89
675266,6733,9/26/2024,16 OZ COFFEE,1.99
1395243,6943,9/26/2024,16 OZ COFFEE,1.89
898617,6849,9/26/2024,16 OZ COFFEE,1.99
1338499,926,9/26/2024,16 OZ COFFEE,1.79
1395160,6943,9/26/2024,16 OZ COFFEE,1.89
1338177,926,9/26/2024,16 OZ COFFEE,1.79
1235649,6778,9/26/2024,16 OZ COFFEE,1.79
1013971,885,9/17/2024,16 OZ COFFEE,1.79
1408683,6706,9/17/2024,16 OZ COFFEE,1.69
1380321,6943,9/17/2024,16 OZ COFFEE,1.89
316374,6999,9/17/2024,16 OZ COFFEE,2.09
316601,6999,9/17/2024,16 OZ COFFEE,2.09
316222,6999,9/17/2024,16 OZ COFFEE,2.09
1380469,6943,9/17/2024,16 OZ COFFEE,1.89
576527,6747,9/17/2024,16 OZ COFFEE,1.79
576491,6747,9/17/2024,16 OZ COFFEE,1.79
316200,6999,9/17/2024,16 OZ COFFEE,2.09
1318565,926,9/17/2024,16 OZ COFFEE,1.79
316575,6999,9/17/2024,16 OZ COFFEE,2.09
1216386,6778,9/17/2024,16 OZ COFFEE,1.79
1013845,885,9/17/2024,16 OZ COFFEE,1.79
1216342,6778,9/17/2024,16 OZ COFFEE,1.79
1380595,6943,9/17/2024,16 OZ COFFEE,1.89
1380315,6943,9/17/2024,16 OZ COFFEE,1.89
1216758,6778,9/17/2024,16 OZ COFFEE,1.79
1380221,6943,9/17/2024,16 OZ COFFEE,1.89
1318635,926,9/17/2024,16 OZ COFFEE,3.58
886393,6849,9/17/2024,16 OZ COFFEE,1.99
577128,6747,9/17/2024,16 OZ COFFEE,1.79
1380328,6943,9/17/2024,16 OZ COFFEE,1.89
516634,6746,9/17/2024,16 OZ COFFEE,1.89
1318845,926,9/17/2024,16 OZ COFFEE,1.79
1380364,6943,9/17/2024,16 OZ COFFEE,1.89
1218014,6778,9/17/2024,16 OZ COFFEE,1.79
1380584,6943,9/17/2024,16 OZ COFFEE,1.89
1216404,6778,9/17/2024,16 OZ COFFEE,1.79
1318466,926,9/17/2024,16 OZ COFFEE,1.79
1408484,6706,9/17/2024,16 OZ COFFEE,1.69
886922,6849,9/17/2024,16 OZ COFFEE,1.99
1380395,6943,9/17/2024,16 OZ COFFEE,1.89
1217137,6778,9/17/2024,16 OZ COFFEE,1.79
1788274,967,9/17/2024,16 OZ COFFEE,1.79
576620,6747,9/17/2024,16 OZ COFFEE,1.79
316184,6999,9/17/2024,16 OZ COFFEE,2.09
516429,6746,9/17/2024,16 OZ COFFEE,1.89
1318544,926,9/17/2024,16 OZ COFFEE,1.79
316202,6999,9/17/2024,16 OZ COFFEE,2.09
886261,6849,9/17/2024,16 OZ COFFEE,1.99
516906,6746,9/17/2024,16 OZ COFFEE,1.89
516467,6746,9/17/2024,16 OZ COFFEE,1.89
1380491,6943,9/17/2024,16 OZ COFFEE,1.89
316490,6999,9/17/2024,16 OZ COFFEE,2.09
516423,6746,9/17/2024,16 OZ COFFEE,1.89
516938,6746,9/17/2024,16 OZ COFFEE,1.89
1318606,926,9/17/2024,16 OZ COFFEE,1.79
1013753,885,9/17/2024,16 OZ COFFEE,1.79
1318747,926,9/17/2024,16 OZ COFFEE,1.79
1318424,926,9/17/2024,16 OZ COFFEE,1.79
316172,6999,9/17/2024,16 OZ COFFEE,2.09
1319006,926,9/17/2024,16 OZ COFFEE,1.79
1216687,6778,9/17/2024,16 OZ COFFEE,1.79
1408479,6706,9/17/2024,16 OZ COFFEE,1.69
1013868,885,9/17/2024,16 OZ COFFEE,1.79
316357,6999,9/17/2024,16 OZ COFFEE,2.09
1380276,6943,9/17/2024,16 OZ COFFEE,1.89
1216731,6778,9/17/2024,16 OZ COFFEE,1.79
1380358,6943,9/17/2024,16 OZ COFFEE,1.89
886245,6849,9/17/2024,16 OZ COFFEE,1.99
1408696,6706,9/17/2024,16 OZ COFFEE,1.69
1013851,885,9/17/2024,16 OZ COFFEE,1.79
886396,6849,9/17/2024,16 OZ COFFEE,1.99
367546,6752,9/17/2024,16 OZ COFFEE,1.99
1216524,6778,9/17/2024,16 OZ COFFEE,3.58
1318553,926,9/17/2024,16 OZ COFFEE,1.79
576796,6747,9/17/2024,16 OZ COFFEE,1.79
1380319,6943,9/17/2024,16 OZ COFFEE,1.89
1380438,6943,9/17/2024,16 OZ COFFEE,1.89
1318751,926,9/17/2024,16 OZ COFFEE,1.79
1380317,6943,9/17/2024,16 OZ COFFEE,1.89
1319884,926,9/17/2024,16 OZ COFFEE,1.79
1318642,926,9/17/2024,16 OZ COFFEE,1.79
1380445,6943,9/17/2024,16 OZ COFFEE,1.89
1216567,6778,9/17/2024,16 OZ COFFEE,1.79
1380471,6943,9/17/2024,16 OZ COFFEE,1.89
576554,6747,9/17/2024,16 OZ COFFEE,1.79
1408531,6706,9/17/2024,16 OZ COFFEE,1.69
1318727,926,9/17/2024,16 OZ COFFEE,1.79
316106,6999,9/17/2024,16 OZ COFFEE,2.09
1318876,926,9/17/2024,16 OZ COFFEE,1.79
316493,6999,9/17/2024,16 OZ COFFEE,2.09
1112554,6778,8/1/2024,16 OZ COFFEE,1.79
1210419,926,8/1/2024,16 OZ COFFEE,1.79
1299690,6943,8/1/2024,16 OZ COFFEE,1.89
822789,6849,8/1/2024,16 OZ COFFEE,1.99
1112616,6778,8/1/2024,16 OZ COFFEE,1.79
1210260,926,8/1/2024,16 OZ COFFEE,1.79
822866,6849,8/1/2024,16 OZ COFFEE,1.99
480395,6746,8/1/2024,16 OZ COFFEE,1.89
1300078,6943,8/1/2024,16 OZ COFFEE,1.89
823198,6849,8/1/2024,16 OZ COFFEE,1.99
1299964,6943,8/1/2024,16 OZ COFFEE,1.89
1299903,6943,8/1/2024,16 OZ COFFEE,1.89
823509,6849,8/1/2024,16 OZ COFFEE,1.99
1299670,6943,8/1/2024,16 OZ COFFEE,1.89
822890,6849,8/1/2024,16 OZ COFFEE,1.99
1301140,6943,8/1/2024,16 OZ COFFEE,1.89
1210475,926,8/1/2024,16 OZ COFFEE,1.79
822880,6849,8/1/2024,16 OZ COFFEE,1.99
1210300,926,8/1/2024,16 OZ COFFEE,1.79
1210401,926,8/1/2024,16 OZ COFFEE,1.79
822773,6849,8/1/2024,16 OZ COFFEE,1.99
929018,885,8/1/2024,16 OZ COFFEE,1.79
480441,6746,8/1/2024,16 OZ COFFEE,1.89
822826,6849,8/1/2024,16 OZ COFFEE,1.99
480498,6746,8/1/2024,16 OZ COFFEE,3.78
1112838,6778,8/1/2024,16 OZ COFFEE,1.79
822838,6849,8/1/2024,16 OZ COFFEE,1.99
1658780,967,8/1/2024,16 OZ COFFEE,1.79
534461,6747,8/1/2024,16 OZ COFFEE,1.79
1112491,6778,8/1/2024,16 OZ COFFEE,1.79
1661019,967,8/1/2024,16 OZ COFFEE,1.79
534643,6747,8/1/2024,16 OZ COFFEE,1.79
534542,6747,8/1/2024,16 OZ COFFEE,1.79
822776,6849,8/1/2024,16 OZ COFFEE,1.99
1299822,6943,8/1/2024,16 OZ COFFEE,1.89
1112557,6778,8/1/2024,16 OZ COFFEE,1.79
929010,885,8/1/2024,16 OZ COFFEE,1.79
822884,6849,8/1/2024,16 OZ COFFEE,1.99
480382,6746,8/1/2024,16 OZ COFFEE,1.89
1210812,926,8/1/2024,16 OZ COFFEE,1.79
1300044,6943,8/1/2024,16 OZ COFFEE,1.89
823039,6849,8/1/2024,16 OZ COFFEE,1.99
480458,6746,8/1/2024,16 OZ COFFEE,1.89
1319470,6706,8/1/2024,16 OZ COFFEE,1.69
534429,6747,8/1/2024,16 OZ COFFEE,1.79
822862,6849,8/1/2024,16 OZ COFFEE,1.99
822957,6849,8/1/2024,16 OZ COFFEE,3.98
823181,6849,8/1/2024,16 OZ COFFEE,1.99
1210239,926,8/1/2024,16 OZ COFFEE,1.79
822849,6849,8/1/2024,16 OZ COFFEE,1.99
534530,6747,8/1/2024,16 OZ COFFEE,1.79
1299674,6943,8/1/2024,16 OZ COFFEE,3.78
1210141,926,8/1/2024,16 OZ COFFEE,1.79
1210338,926,8/1/2024,16 OZ COFFEE,1.79
534444,6747,8/1/2024,16 OZ COFFEE,1.79
1112489,6778,8/1/2024,16 OZ COFFEE,1.79
1210478,926,8/1/2024,16 OZ COFFEE,1.79
822859,6849,8/1/2024,16 OZ COFFEE,1.99
1112550,6778,8/1/2024,16 OZ COFFEE,1.79
1299747,6943,8/1/2024,16 OZ COFFEE,1.89
534479,6747,8/1/2024,16 OZ COFFEE,1.79
930591,885,8/1/2024,16 OZ COFFEE,1.79
1210519,926,8/1/2024,16 OZ COFFEE,1.79
480690,6746,8/1/2024,16 OZ COFFEE,1.89
1658402,967,8/1/2024,16 OZ COFFEE,1.79
1210700,926,8/1/2024,16 OZ COFFEE,3.58
822874,6849,8/1/2024,16 OZ COFFEE,1.99
1210204,926,8/1/2024,16 OZ COFFEE,1.79
822836,6849,8/1/2024,16 OZ COFFEE,1.99
480814,6746,8/1/2024,16 OZ COFFEE,1.89
1210151,926,8/1/2024,16 OZ COFFEE,1.79
1114279,6778,8/1/2024,16 OZ COFFEE,1.79
534950,6747,8/1/2024,16 OZ COFFEE,1.79
1661046,967,8/1/2024,16 OZ COFFEE,1.79
822881,6849,8/1/2024,16 OZ COFFEE,1.99
1210562,926,8/1/2024,16 OZ COFFEE,1.79
822979,6849,8/1/2024,16 OZ COFFEE,1.99
1300041,6943,8/1/2024,16 OZ COFFEE,1.89
823178,6849,8/1/2024,16 OZ COFFEE,1.99
1112732,6778,8/1/2024,16 OZ COFFEE,1.79
480394,6746,8/1/2024,16 OZ COFFEE,1.89
1210464,926,8/1/2024,16 OZ COFFEE,1.79
305406,6999,9/8/2024,16 OZ COFFEE,2.09
1391861,6706,9/8/2024,16 OZ COFFEE,1.69
874569,6849,9/8/2024,16 OZ COFFEE,1.99
998590,885,9/8/2024,16 OZ COFFEE,1.79
1198457,6778,9/8/2024,16 OZ COFFEE,3.58
1299887,926,9/8/2024,16 OZ COFFEE,1.79
510494,6746,9/8/2024,16 OZ COFFEE,1.89
569031,6747,9/8/2024,16 OZ COFFEE,1.79
1197231,6778,9/8/2024,16 OZ COFFEE,1.79
510072,6746,9/8/2024,16 OZ COFFEE,1.89
777302,6875,9/8/2024,16 OZ COFFEE,1.99
1391739,6706,9/8/2024,16 OZ COFFEE,1.69
1367169,6943,9/8/2024,16 OZ COFFEE,1.89
362263,6752,9/8/2024,16 OZ COFFEE,1.99
1197349,6778,9/8/2024,16 OZ COFFEE,1.79
510098,6746,9/8/2024,16 OZ COFFEE,3.78
1299582,926,9/8/2024,16 OZ COFFEE,1.79
1197453,6778,9/8/2024,16 OZ COFFEE,1.79
1365940,6943,9/8/2024,16 OZ COFFEE,3.78
1393003,6706,9/8/2024,16 OZ COFFEE,1.69
1299823,926,9/8/2024,16 OZ COFFEE,1.79
1391694,6706,9/8/2024,16 OZ COFFEE,5.07
1299738,926,9/8/2024,16 OZ COFFEE,1.79
1299994,926,9/8/2024,16 OZ COFFEE,1.79
1197275,6778,9/8/2024,16 OZ COFFEE,1.79
1391618,6706,9/8/2024,16 OZ COFFEE,1.69
874593,6849,9/8/2024,16 OZ COFFEE,3.98
1299694,926,9/8/2024,16 OZ COFFEE,1.79
874672,6849,9/8/2024,16 OZ COFFEE,1.99
1299766,926,9/8/2024,16 OZ COFFEE,1.79
1197186,6778,9/8/2024,16 OZ COFFEE,1.79
362239,6752,9/8/2024,16 OZ COFFEE,1.99
998606,885,9/8/2024,16 OZ COFFEE,1.79
1197148,6778,9/8/2024,16 OZ COFFEE,1.79
1197220,6778,9/8/2024,16 OZ COFFEE,3.58
1197453,6778,9/8/2024,16 OZ COFFEE,1.79
1764164,967,9/8/2024,16 OZ COFFEE,1.79
1300034,926,9/8/2024,16 OZ COFFEE,1.79
1197159,6778,9/8/2024,16 OZ COFFEE,1.79
1197122,6778,9/8/2024,16 OZ COFFEE,1.79
1391611,6706,9/8/2024,16 OZ COFFEE,1.69
998611,885,9/8/2024,16 OZ COFFEE,1.79
304856,6999,9/8/2024,16 OZ COFFEE,2.09
1365945,6943,9/8/2024,16 OZ COFFEE,1.89
510374,6746,9/8/2024,16 OZ COFFEE,1.89
1391612,6706,9/8/2024,16 OZ COFFEE,1.69
1391769,6706,9/8/2024,16 OZ COFFEE,1.69
1391703,6706,9/8/2024,16 OZ COFFEE,1.69
874589,6849,9/8/2024,16 OZ COFFEE,1.99
1391595,6706,9/8/2024,16 OZ COFFEE,1.69
1391746,6706,9/8/2024,16 OZ COFFEE,3.38
304881,6999,9/8/2024,16 OZ COFFEE,2.09
1365827,6943,9/8/2024,16 OZ COFFEE,1.89
1365784,6943,9/8/2024,16 OZ COFFEE,1.89
1197254,6778,9/8/2024,16 OZ COFFEE,1.79
1764320,967,9/8/2024,16 OZ COFFEE,1.79
1299647,926,9/8/2024,16 OZ COFFEE,1.79
510095,6746,9/8/2024,16 OZ COFFEE,3.78
304902,6999,9/8/2024,16 OZ COFFEE,2.09
1365715,6943,9/8/2024,16 OZ COFFEE,1.89
1299796,926,9/8/2024,16 OZ COFFEE,1.79
